country,shock,response,week,irf,irf_units
US,Burnout (MDI),GenAI Shock,12,0.0011423,standardized (σ)
US,Burnout (MDI),GenAI Shock,13,0.0008479,standardized (σ)
US,Burnout (MDI),GenAI Shock,14,0.0006293,standardized (σ)
US,Burnout (MDI),GenAI Shock,15,0.0004671,standardized (σ)
US,Burnout (MDI),GenAI Shock,16,0.0003467,standardized (σ)
US,Burnout (MDI),GenAI Shock,17,0.0002573,standardized (σ)
US,Burnout (MDI),GenAI Shock,18,0.000191,standardized (σ)
US,Burnout (MDI),GenAI Shock,19,0.0001418,standardized (σ)
US,Burnout (MDI),GenAI Shock,20,0.0001052,standardized (σ)
US,Burnout (MDI),GenAI Shock,21,7.81e-05,standardized (σ)
US,Burnout (MDI),GenAI Shock,22,5.8e-05,standardized (σ)
US,Burnout (MDI),GenAI Shock,23,4.3e-05,standardized (σ)
US,Burnout (MDI),GenAI Shock,24,3.19e-05,standardized (σ)
US,Burnout (MDI),GenAI Shock,25,2.37e-05,standardized (σ)
US,Burnout (MDI),GenAI Shock,26,1.76e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,0,0.0,standardized (σ)
US,Burnout (MDI),Job Insecurity,1,0.0498464,standardized (σ)
US,Burnout (MDI),Job Insecurity,2,-0.0172031,standardized (σ)
US,Burnout (MDI),Job Insecurity,3,-0.0045324,standardized (σ)
US,Burnout (MDI),Job Insecurity,4,-0.0047565,standardized (σ)
US,Burnout (MDI),Job Insecurity,5,-0.0033747,standardized (σ)
US,Burnout (MDI),Job Insecurity,6,-0.0025396,standardized (σ)
US,Burnout (MDI),Job Insecurity,7,-0.001883,standardized (σ)
US,Burnout (MDI),Job Insecurity,8,-0.0013987,standardized (σ)
US,Burnout (MDI),Job Insecurity,9,-0.0010382,standardized (σ)
US,Burnout (MDI),Job Insecurity,10,-0.0007707,standardized (σ)
US,Burnout (MDI),Job Insecurity,11,-0.000572,standardized (σ)
US,Burnout (MDI),Job Insecurity,12,-0.0004246,standardized (σ)
US,Burnout (MDI),Job Insecurity,13,-0.0003151,standardized (σ)
US,Burnout (MDI),Job Insecurity,14,-0.0002339,standardized (σ)
US,Burnout (MDI),Job Insecurity,15,-0.0001736,standardized (σ)
US,Burnout (MDI),Job Insecurity,16,-0.0001289,standardized (σ)
US,Burnout (MDI),Job Insecurity,17,-9.56e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,18,-7.1e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,19,-5.27e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,20,-3.91e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,21,-2.9e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,22,-2.15e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,23,-1.6e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,24,-1.19e-05,standardized (σ)
US,Burnout (MDI),Job Insecurity,25,-8.8e-06,standardized (σ)
US,Burnout (MDI),Job Insecurity,26,-6.5e-06,standardized (σ)
US,Burnout (MDI),Burnout (MDI),0,1.0,standardized (σ)
US,Burnout (MDI),Burnout (MDI),1,-0.0996361,standardized (σ)
US,Burnout (MDI),Burnout (MDI),2,0.0303247,standardized (σ)
US,Burnout (MDI),Burnout (MDI),3,0.0105196,standardized (σ)
US,Burnout (MDI),Burnout (MDI),4,0.0089418,standardized (σ)
US,Burnout (MDI),Burnout (MDI),5,0.0066241,standardized (σ)
US,Burnout (MDI),Burnout (MDI),6,0.0048885,standardized (σ)
US,Burnout (MDI),Burnout (MDI),7,0.0036405,standardized (σ)
US,Burnout (MDI),Burnout (MDI),8,0.0026988,standardized (σ)
US,Burnout (MDI),Burnout (MDI),9,0.0020041,standardized (σ)
US,Burnout (MDI),Burnout (MDI),10,0.0014873,standardized (σ)
US,Burnout (MDI),Burnout (MDI),11,0.001104,standardized (σ)
US,Burnout (MDI),Burnout (MDI),12,0.0008194,standardized (σ)
US,Burnout (MDI),Burnout (MDI),13,0.0006082,standardized (σ)
US,Burnout (MDI),Burnout (MDI),14,0.0004514,standardized (σ)
US,Burnout (MDI),Burnout (MDI),15,0.0003351,standardized (σ)
US,Burnout (MDI),Burnout (MDI),16,0.0002487,standardized (σ)
US,Burnout (MDI),Burnout (MDI),17,0.0001846,standardized (σ)
US,Burnout (MDI),Burnout (MDI),18,0.000137,standardized (σ)
US,Burnout (MDI),Burnout (MDI),19,0.0001017,standardized (σ)
US,Burnout (MDI),Burnout (MDI),20,7.55e-05,standardized (σ)
US,Burnout (MDI),Burnout (MDI),21,5.6e-05,standardized (σ)
US,Burnout (MDI),Burnout (MDI),22,4.16e-05,standardized (σ)
US,Burnout (MDI),Burnout (MDI),23,3.09e-05,standardized (σ)
US,Burnout (MDI),Burnout (MDI),24,2.29e-05,standardized (σ)
US,Burnout (MDI),Burnout (MDI),25,1.7e-05,standardized (σ)
US,Burnout (MDI),Burnout (MDI),26,1.26e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,0,0.0,standardized (σ)
US,Burnout (MDI),Job Quitting,1,-0.0035337,standardized (σ)
US,Burnout (MDI),Job Quitting,2,-0.0003888,standardized (σ)
US,Burnout (MDI),Job Quitting,3,-0.0028346,standardized (σ)
US,Burnout (MDI),Job Quitting,4,-0.0012567,standardized (σ)
US,Burnout (MDI),Job Quitting,5,-0.0011846,standardized (σ)
US,Burnout (MDI),Job Quitting,6,-0.0008178,standardized (σ)
US,Burnout (MDI),Job Quitting,7,-0.0006229,standardized (σ)
US,Burnout (MDI),Job Quitting,8,-0.0004587,standardized (σ)
US,Burnout (MDI),Job Quitting,9,-0.0003414,standardized (σ)
US,Burnout (MDI),Job Quitting,10,-0.0002532,standardized (σ)
US,Burnout (MDI),Job Quitting,11,-0.000188,standardized (σ)
US,Burnout (MDI),Job Quitting,12,-0.0001395,standardized (σ)
US,Burnout (MDI),Job Quitting,13,-0.0001036,standardized (σ)
US,Burnout (MDI),Job Quitting,14,-7.69e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,15,-5.71e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,16,-4.23e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,17,-3.14e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,18,-2.33e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,19,-1.73e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,20,-1.29e-05,standardized (σ)
US,Burnout (MDI),Job Quitting,21,-9.5e-06,standardized (σ)
US,Burnout (MDI),Job Quitting,22,-7.1e-06,standardized (σ)
US,Burnout (MDI),Job Quitting,23,-5.3e-06,standardized (σ)
US,Burnout (MDI),Job Quitting,24,-3.9e-06,standardized (σ)
US,Burnout (MDI),Job Quitting,25,-2.9e-06,standardized (σ)
US,Burnout (MDI),Job Quitting,26,-2.1e-06,standardized (σ)
US,Job Quitting,AI Volatility,0,0.0,standardized (σ)
US,Job Quitting,AI Volatility,1,0.0120248,standardized (σ)
US,Job Quitting,AI Volatility,2,-0.0053502,standardized (σ)
US,Job Quitting,AI Volatility,3,0.0030779,standardized (σ)
US,Job Quitting,AI Volatility,4,0.0007784,standardized (σ)
US,Job Quitting,AI Volatility,5,0.0010756,standardized (σ)
US,Job Quitting,AI Volatility,6,0.0007056,standardized (σ)
US,Job Quitting,AI Volatility,7,0.0005532,standardized (σ)
US,Job Quitting,AI Volatility,8,0.0004056,standardized (σ)
US,Job Quitting,AI Volatility,9,0.0003027,standardized (σ)
US,Job Quitting,AI Volatility,10,0.0002244,standardized (σ)
US,Job Quitting,AI Volatility,11,0.0001667,standardized (σ)
US,Job Quitting,AI Volatility,12,0.0001237,standardized (σ)
US,Job Quitting,AI Volatility,13,9.18e-05,standardized (σ)
US,Job Quitting,AI Volatility,14,6.82e-05,standardized (σ)
US,Job Quitting,AI Volatility,15,5.06e-05,standardized (σ)
US,Job Quitting,AI Volatility,16,3.75e-05,standardized (σ)
US,Job Quitting,AI Volatility,17,2.79e-05,standardized (σ)
US,Job Quitting,AI Volatility,18,2.07e-05,standardized (σ)
US,Job Quitting,AI Volatility,19,1.54e-05,standardized (σ)
US,Job Quitting,AI Volatility,20,1.14e-05,standardized (σ)
US,Job Quitting,AI Volatility,21,8.5e-06,standardized (σ)
US,Job Quitting,AI Volatility,22,6.3e-06,standardized (σ)
US,Job Quitting,AI Volatility,23,4.7e-06,standardized (σ)
US,Job Quitting,AI Volatility,24,3.5e-06,standardized (σ)
US,Job Quitting,AI Volatility,25,2.6e-06,standardized (σ)
US,Job Quitting,AI Volatility,26,1.9e-06,standardized (σ)
US,Job Quitting,GenAI Shock,0,0.0,standardized (σ)
US,Job Quitting,GenAI Shock,1,0.0613343,standardized (σ)
US,Job Quitting,GenAI Shock,2,-0.0040667,standardized (σ)
US,Job Quitting,GenAI Shock,3,0.0024759,standardized (σ)
US,Job Quitting,GenAI Shock,4,-0.0003182,standardized (σ)
US,Job Quitting,GenAI Shock,5,-9.16e-05,standardized (σ)
US,Job Quitting,GenAI Shock,6,-0.0001747,standardized (σ)
US,Job Quitting,GenAI Shock,7,-0.0001267,standardized (σ)
US,Job Quitting,GenAI Shock,8,-0.0001,standardized (σ)
US,Job Quitting,GenAI Shock,9,-7.42e-05,standardized (σ)
US,Job Quitting,GenAI Shock,10,-5.55e-05,standardized (σ)
US,Job Quitting,GenAI Shock,11,-4.12e-05,standardized (σ)
US,Job Quitting,GenAI Shock,12,-3.06e-05,standardized (σ)
US,Job Quitting,GenAI Shock,13,-2.27e-05,standardized (σ)
US,Job Quitting,GenAI Shock,14,-1.69e-05,standardized (σ)
US,Job Quitting,GenAI Shock,15,-1.25e-05,standardized (σ)
US,Job Quitting,GenAI Shock,16,-9.3e-06,standardized (σ)
US,Job Quitting,GenAI Shock,17,-6.9e-06,standardized (σ)
US,Job Quitting,GenAI Shock,18,-5.1e-06,standardized (σ)
US,Job Quitting,GenAI Shock,19,-3.8e-06,standardized (σ)
US,Job Quitting,GenAI Shock,20,-2.8e-06,standardized (σ)
US,Job Quitting,GenAI Shock,21,-2.1e-06,standardized (σ)
US,Job Quitting,GenAI Shock,22,-1.6e-06,standardized (σ)
US,Job Quitting,GenAI Shock,23,-1.2e-06,standardized (σ)
US,Job Quitting,GenAI Shock,24,-9e-07,standardized (σ)
US,Job Quitting,GenAI Shock,25,-6e-07,standardized (σ)
US,Job Quitting,GenAI Shock,26,-5e-07,standardized (σ)
US,Job Quitting,Job Insecurity,0,0.0,standardized (σ)
US,Job Quitting,Job Insecurity,1,0.0602877,standardized (σ)
US,Job Quitting,Job Insecurity,2,-0.0148284,standardized (σ)
US,Job Quitting,Job Insecurity,3,0.0013947,standardized (σ)
US,Job Quitting,Job Insecurity,4,-0.0003555,standardized (σ)
US,Job Quitting,Job Insecurity,5,9.33e-05,standardized (σ)
US,Job Quitting,Job Insecurity,6,4.77e-05,standardized (σ)
US,Job Quitting,Job Insecurity,7,4.88e-05,standardized (σ)
US,Job Quitting,Job Insecurity,8,3.64e-05,standardized (σ)
US,Job Quitting,Job Insecurity,9,2.76e-05,standardized (σ)
US,Job Quitting,Job Insecurity,10,2.06e-05,standardized (σ)
US,Job Quitting,Job Insecurity,11,1.53e-05,standardized (σ)
US,Job Quitting,Job Insecurity,12,1.14e-05,standardized (σ)
US,Job Quitting,Job Insecurity,13,8.4e-06,standardized (σ)
US,Job Quitting,Job Insecurity,14,6.3e-06,standardized (σ)
US,Job Quitting,Job Insecurity,15,4.6e-06,standardized (σ)
US,Job Quitting,Job Insecurity,16,3.5e-06,standardized (σ)
US,Job Quitting,Job Insecurity,17,2.6e-06,standardized (σ)
US,Job Quitting,Job Insecurity,18,1.9e-06,standardized (σ)
US,Job Quitting,Job Insecurity,19,1.4e-06,standardized (σ)
US,Job Quitting,Job Insecurity,20,1e-06,standardized (σ)
US,Job Quitting,Job Insecurity,21,8e-07,standardized (σ)
US,Job Quitting,Job Insecurity,22,6e-07,standardized (σ)
US,Job Quitting,Job Insecurity,23,4e-07,standardized (σ)
US,Job Quitting,Job Insecurity,24,3e-07,standardized (σ)
US,Job Quitting,Job Insecurity,25,2e-07,standardized (σ)
US,Job Quitting,Job Insecurity,26,2e-07,standardized (σ)
US,Job Quitting,Burnout (MDI),0,0.0,standardized (σ)
US,Job Quitting,Burnout (MDI),1,0.1254207,standardized (σ)
US,Job Quitting,Burnout (MDI),2,-0.0443379,standardized (σ)
US,Job Quitting,Burnout (MDI),3,0.0122678,standardized (σ)
US,Job Quitting,Burnout (MDI),4,-0.0033924,standardized (σ)
US,Job Quitting,Burnout (MDI),5,0.0006125,standardized (σ)
US,Job Quitting,Burnout (MDI),6,-0.0003154,standardized (σ)
US,Job Quitting,Burnout (MDI),7,-5.29e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),8,-8.24e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),9,-5.12e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),10,-4.04e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),11,-2.94e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),12,-2.2e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),13,-1.63e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),14,-1.21e-05,standardized (σ)
US,Job Quitting,Burnout (MDI),15,-9e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),16,-6.7e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),17,-4.9e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),18,-3.7e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),19,-2.7e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),20,-2e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),21,-1.5e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),22,-1.1e-06,standardized (σ)
US,Job Quitting,Burnout (MDI),23,-8e-07,standardized (σ)
US,Job Quitting,Burnout (MDI),24,-6e-07,standardized (σ)
US,Job Quitting,Burnout (MDI),25,-5e-07,standardized (σ)
US,Job Quitting,Burnout (MDI),26,-3e-07,standardized (σ)
US,Job Quitting,Job Quitting,0,1.0,standardized (σ)
US,Job Quitting,Job Quitting,1,-0.2327548,standardized (σ)
US,Job Quitting,Job Quitting,2,0.0550753,standardized (σ)
US,Job Quitting,Job Quitting,3,-0.0133093,standardized (σ)
US,Job Quitting,Job Quitting,4,0.0031119,standardized (σ)
US,Job Quitting,Job Quitting,5,-0.0007054,standardized (σ)
US,Job Quitting,Job Quitting,6,0.0001885,standardized (σ)
US,Job Quitting,Job Quitting,7,-2.32e-05,standardized (σ)
US,Job Quitting,Job Quitting,8,2.12e-05,standardized (σ)
US,Job Quitting,Job Quitting,9,7e-06,standardized (σ)
US,Job Quitting,Job Quitting,10,7.3e-06,standardized (σ)
US,Job Quitting,Job Quitting,11,4.9e-06,standardized (σ)
US,Job Quitting,Job Quitting,12,3.8e-06,standardized (σ)
US,Job Quitting,Job Quitting,13,2.8e-06,standardized (σ)
US,Job Quitting,Job Quitting,14,2.1e-06,standardized (σ)
US,Job Quitting,Job Quitting,15,1.5e-06,standardized (σ)
US,Job Quitting,Job Quitting,16,1.1e-06,standardized (σ)
US,Job Quitting,Job Quitting,17,8e-07,standardized (σ)
US,Job Quitting,Job Quitting,18,6e-07,standardized (σ)
US,Job Quitting,Job Quitting,19,5e-07,standardized (σ)
US,Job Quitting,Job Quitting,20,3e-07,standardized (σ)
US,Job Quitting,Job Quitting,21,3e-07,standardized (σ)
US,Job Quitting,Job Quitting,22,2e-07,standardized (σ)
US,Job Quitting,Job Quitting,23,1e-07,standardized (σ)
US,Job Quitting,Job Quitting,24,1e-07,standardized (σ)
US,Job Quitting,Job Quitting,25,1e-07,standardized (σ)
US,Job Quitting,Job Quitting,26,1e-07,standardized (σ)
